geo_point_2d,fenomeno,taxonomia,intensidad,alcaldia,int2
"19.3846646976,-99.0982056835",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3819384486,-99.0993560647",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.2865492533,-99.1611577494",Hidrometeorológicos,Inundaciones,Alto,Tlalpan,4.0
"19.2197382901,-98.9879864539",Geológicos,Sísmico,Alto,Milpa Alta,4.0
"19.3029281745,-99.0840121397",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3635717471,-99.2035283601",Socio Organizativo,N/D,Alto,Álvaro Obregón,4.0
"19.3158892275,-99.0867548378",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3088972375,-99.0732813308",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3736559787,-99.056245848",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3534321744,-99.1138910525",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3459248034,-99.0590646906",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.346331263,-99.0378156739",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3781329188,-99.0491132928",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3732348864,-99.0540673121",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4963702979,-99.0665244808",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4984587541,-99.0724608244",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.410652307,-99.1404876349",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4328010337,-99.1445384961",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4228044503,-99.1046561405",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4535580342,-99.1565919485",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3308661134,-99.0796489644",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4678508129,-99.1151979844",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4916674811,-99.0735043442",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4627592181,-99.1329463116",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4078113131,-99.1167846351",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4769775122,-99.1344292709",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4905649733,-99.1310786334",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3900663289,-99.0401606673",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3091256399,-99.1063317562",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3402568065,-99.1506623932",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.4660257772,-99.1745040229",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.2520723453,-99.0084799528",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3004035512,-99.1377257843",Geológicos,Sísmico,Alto,Tlalpan,4.0
"19.2542292581,-99.0147544628",Hidrometeorológicos,Inundaciones,Alto,Xochimilco,4.0
"19.2878301446,-99.0024953836",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.3451892219,-99.0553619151",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3481936111,-99.0297608574",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3007720798,-99.1218218832",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2936554061,-99.1633092542",Hidrometeorológicos,Inundaciones,Alto,Tlalpan,4.0
"19.2992339809,-99.1158540489",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.3730985297,-99.1146884975",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3136231859,-99.0755628125",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3102268787,-99.0687101893",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4596472241,-99.1086679087",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4705026213,-99.0809683572",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3939672676,-99.0855136983",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4805765912,-99.1944313507",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4952749921,-99.180751048",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4977206225,-99.0917262602",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3370573431,-99.1523719681",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.5482388797,-99.1311872959",Socio Organizativo,N/D,Alto,Gustavo A. Madero,4.0
"19.4803197503,-99.182285711",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4683208162,-99.1684331368",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4957924403,-99.1240963689",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4698180533,-99.1035688326",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4793503525,-99.068863462",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4882513064,-99.1877240728",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3304627323,-99.0597159876",Socio Organizativo,N/D,Muy Alto,Iztapalapa,5.0
"19.353080105,-99.0642441361",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.375389219,-99.0248109358",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.370711475,-99.0277756952",Socio Organizativo,N/D,Alto,Iztapalapa,4.0
"19.3393292457,-99.1460461231",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4837135538,-99.1605384039",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3408438889,-99.125017215",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3849470814,-99.1438969068",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.5042449272,-99.197668288",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.3366676401,-99.1407980529",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3294464672,-99.0580154689",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.4572095871,-99.0948894505",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4742421748,-99.1931348097",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3137700457,-99.1040540029",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.4718484557,-99.1668021246",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4718484557,-99.1668021246",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3304059589,-99.0726486271",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.5124988251,-99.2006113396",Hidrometeorológicos,Inundaciones,Alto,Azcapotzalco,4.0
"19.3572373324,-99.0255103246",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3257670498,-99.1065918401",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.3899475061,-99.0474043642",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2102668988,-98.9728583417",Hidrometeorológicos,Inundaciones,Alto,Milpa Alta,4.0
"19.3130469767,-99.1222375517",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.33460829,-99.1306266329",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.3595582098,-99.0511900523",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4346410865,-99.0907113995",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4729180579,-99.172931169",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4143658822,-99.0942224111",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4966879073,-99.2024423581",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4337769864,-99.0985059482",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4380466548,-99.1815377565",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.498527952,-99.178322109",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.443385662,-99.1025731548",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4125922714,-99.0905496591",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4205569131,-99.1158318262",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4582168764,-99.130623293",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4153718025,-99.1002308524",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4009210056,-99.1860523098",Hidrometeorológicos,Inundaciones,Alto,Miguel Hidalgo,4.0
"19.4593086842,-99.1337284383",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4127672361,-99.1182527589",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2047416421,-99.1282593636",Socio Organizativo,N/D,Muy Alto,Xochimilco,5.0
"19.4442148275,-99.1621026514",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4685701741,-99.18036772",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.2904907708,-99.03863972",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2929571378,-99.0509176156",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4303949546,-99.0993122944",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2285735831,-99.1155366074",Socio Organizativo,N/D,Alto,Xochimilco,4.0
"19.2284921231,-98.9668113753",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.4298513234,-99.1756519801",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.4284098601,-99.0604015966",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4233836104,-99.150579353",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4281049379,-99.1450803837",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.2960286894,-99.048426388",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.36055076,-99.1411976763",Hidrometeorológicos,Inundaciones,Alto,Benito Juárez,4.0
"19.3708763754,-99.1456965327",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.5367720619,-99.1442916349",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4535850078,-99.0543293748",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.4046622859,-99.0806626712",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.2197382901,-98.9879864539",Geológicos,Sísmico,Alto,Milpa Alta,4.0
"19.3721621059,-99.1016099623",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.5072190117,-99.0985326039",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4734026245,-99.125759476",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.378955595,-99.0636993863",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.5406399472,-99.1432150693",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.3398864599,-99.0376280486",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.346331263,-99.0378156739",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3646296793,-99.0088400548",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.320466,-99.0945128275",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.2965833675,-99.0672586928",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.403973116,-99.1701945489",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4165483728,-99.0629907556",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3304549227,-99.0851230573",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3781329188,-99.0491132928",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3732348864,-99.0540673121",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4068756659,-99.1239670077",Hidrometeorológicos,Inundaciones,Alto,Venustiano Carranza,4.0
"19.2608542992,-99.0598933026",Socio Organizativo,N/D,Muy Alto,Xochimilco,5.0
"19.4270063569,-99.1584330386",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.3487555135,-99.0664455492",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3021161709,-99.0684133185",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2257421883,-99.0875117516",Socio Organizativo,N/D,Muy Alto,Xochimilco,5.0
"19.2669251341,-99.1841348625",Socio Organizativo,N/D,Muy Alto,Tlalpan,5.0
"19.3265067226,-99.0628437002",Geológicos,Sísmico,Alto,Iztapalapa,4.0
"19.3503727883,-99.0438672234",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2898224001,-99.2352826357",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.2922501665,-99.128459787",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.3859857471,-99.0321480791",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2564822974,-99.1164296978",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.386652738,-99.1841544989",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3851059003,-99.1585331431",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3946112885,-99.1745309365",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3087961289,-99.0503156629",Geológicos,Sísmico,Alto,Tláhuac,4.0
"19.2669265058,-99.1047555632",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3207656377,-99.134259419",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.4718484557,-99.1668021246",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.3717238851,-99.008023964",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2492060201,-99.0759042642",Geológicos,Sísmico,Alto,Xochimilco,4.0
"19.2889813575,-99.1308701322",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.26493197,-99.0028282721",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4729160123,-99.1778912593",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.4463709647,-99.1076994584",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.2915100616,-99.0327896643",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2929571378,-99.0509176156",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.448233866,-99.1150965179",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.4496271287,-99.2007646846",Hidrometeorológicos,Inundaciones,Muy Alto,Miguel Hidalgo,5.0
"19.2835881235,-99.0544625766",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2823351755,-99.0517946027",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.4153718025,-99.1002308524",Hidrometeorológicos,Inundaciones,Muy Alto,Venustiano Carranza,5.0
"19.3809650541,-99.1373113251",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3905750675,-99.144452701",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.453247327,-99.1447085387",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.4525118188,-99.1418336576",Hidrometeorológicos,Inundaciones,Muy Alto,Cuauhtémoc,5.0
"19.2131910883,-99.1224587448",Socio Organizativo,N/D,Alto,Xochimilco,4.0
"19.2934211849,-99.0423765509",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2993020038,-99.0537533637",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.3972038692,-99.0534793205",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.2966616135,-99.0524144931",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.286182897,-99.1513068126",Hidrometeorológicos,Inundaciones,Alto,Tlalpan,4.0
"19.3966279547,-99.11707721",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.2763355374,-99.1909519463",Socio Organizativo,N/D,Alto,Tlalpan,4.0
"19.2559413572,-99.1261039181",Hidrometeorológicos,Inundaciones,Alto,Xochimilco,4.0
"19.2878301446,-99.0024953836",Geológicos,Sísmico,Muy Alto,Tláhuac,5.0
"19.2877045118,-99.0576441082",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.3049155446,-99.1344360648",Geológicos,Sísmico,Muy Alto,Tlalpan,5.0
"19.2197382901,-98.9879864539",Hidrometeorológicos,Inundaciones,Muy Alto,Milpa Alta,5.0
"19.3887876804,-99.0697048471",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5396848644,-99.1475098372",Socio Organizativo,N/D,Alto,Gustavo A. Madero,4.0
"19.3619965067,-99.1077182541",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4683431154,-99.0906749426",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.4098010199,-99.0638562226",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4745117374,-99.1149825396",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3914368767,-99.0930943768",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5224888839,-99.1546871999",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3356657991,-99.0508529683",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3820537331,-99.103104872",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.3600205479,-99.0553050144",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.449114424,-99.0872870827",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3846171596,-99.1185910765",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.2533582325,-99.0594526586",Hidrometeorológicos,Inundaciones,Alto,Xochimilco,4.0
"19.3535946778,-99.1478480047",Geológicos,Sísmico,Alto,Coyoacán,4.0
"19.4683208162,-99.1684331368",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4744786549,-99.2069588211",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4839462865,-99.0732900281",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.456761922,-99.0669795481",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.2474330649,-98.9963083949",Hidrometeorológicos,Inundaciones,Muy Alto,Tláhuac,5.0
"19.3101773236,-99.1027114119",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.2726123658,-99.0997849416",Hidrometeorológicos,Inundaciones,Alto,Xochimilco,4.0
"19.2708791397,-99.1032964342",Hidrometeorológicos,Inundaciones,Muy Alto,Xochimilco,5.0
"19.3408438889,-99.125017215",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3339918201,-99.1262052162",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.3864207169,-99.1502515441",Hidrometeorológicos,Inundaciones,Muy Alto,Benito Juárez,5.0
"19.3092961196,-99.1193827361",Geológicos,Sísmico,Muy Alto,Coyoacán,5.0
"19.367102238,-98.9994705846",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3674925297,-99.0148894773",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.38742324,-99.041629994",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3595443791,-99.0318209872",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3654055093,-99.0316114935",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3791682979,-99.0324281379",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.372254191,-99.0203536467",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3694091288,-99.0356909618",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.3308661134,-99.0796489644",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3899475061,-99.0474043642",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.4098010199,-99.0638562226",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.368624195,-99.0302401041",Geológicos,Sísmico,Muy Alto,Iztapalapa,5.0
"19.50518825,-99.1262119363",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.3939973501,-99.0678176004",Hidrometeorológicos,Inundaciones,Muy Alto,Iztacalco,5.0
"19.4729180579,-99.172931169",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.5224888839,-99.1546871999",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4753431541,-99.1563864074",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4309120237,-99.1237244474",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4139218993,-99.1073817788",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4779323964,-99.065444295",Hidrometeorológicos,Inundaciones,Alto,Gustavo A. Madero,4.0
"19.4916674811,-99.0735043442",Hidrometeorológicos,Inundaciones,Muy Alto,Gustavo A. Madero,5.0
"19.4393836798,-99.1288284737",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4944844499,-99.2054575404",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.4504708148,-99.1743946019",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4565643206,-99.1345861604",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4497871647,-99.1347622052",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.5097422086,-99.2029703405",Geológicos,Sísmico,Alto,Azcapotzalco,4.0
"19.4454107315,-99.1454834224",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4481120776,-99.1389388045",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3678955239,-99.1695952771",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4631759392,-99.1643317932",Hidrometeorológicos,Inundaciones,Muy Alto,Azcapotzalco,5.0
"19.4056496236,-99.1574288412",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4281049379,-99.1450803837",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4182515609,-99.1675007316",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3768700782,-99.1740114585",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.4198839965,-99.1736619758",Geológicos,Sísmico,Alto,Cuauhtémoc,4.0
"19.3935675856,-99.1184850184",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4667544346,-99.0980322095",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3935576249,-99.1247127537",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4495648374,-99.0646524771",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.407164842,-99.0584363867",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.5109485875,-99.0972613911",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.5156444798,-99.1402397091",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3101773236,-99.1027114119",Hidrometeorológicos,Inundaciones,Muy Alto,Coyoacán,5.0
"19.413624041,-99.1622072894",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4464982129,-99.1869069577",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4547592082,-99.1506155902",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4410140327,-99.1481711466",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4170072776,-99.0854495263",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4333416564,-99.1865751486",Geológicos,Sísmico,Alto,Miguel Hidalgo,4.0
"19.4535580342,-99.1565919485",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4365160236,-99.1125305495",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.4085707248,-99.0798897785",Geológicos,Sísmico,Muy Alto,Venustiano Carranza,5.0
"19.3680563408,-98.9951251753",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.4249159039,-99.1639041351",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.2602911822,-99.0976968264",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3442139937,-99.0444216641",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.2608542992,-99.0598933026",Geológicos,Sísmico,Alto,Xochimilco,4.0
"19.3796882436,-99.1424823068",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.2522364635,-99.1001668761",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.386072694,-99.1363179788",Geológicos,Sísmico,Muy Alto,Benito Juárez,5.0
"19.3651357122,-98.9994377697",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.3619772454,-98.9948170683",Hidrometeorológicos,Inundaciones,Alto,Iztapalapa,4.0
"19.3175637378,-99.0952544196",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.282120185,-99.1302810922",Geológicos,Sísmico,Muy Alto,Xochimilco,5.0
"19.3717808059,-99.0521717415",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4512463536,-99.135152674",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.29256675,-99.1138069351",Hidrometeorológicos,Inundaciones,Muy Alto,Tlalpan,5.0
"19.3021161709,-99.0684133185",Hidrometeorológicos,Inundaciones,Muy Alto,Iztapalapa,5.0
"19.4168559534,-99.1520694463",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4164735846,-99.1622732741",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.4182515609,-99.1675007316",Geológicos,Sísmico,Muy Alto,Cuauhtémoc,5.0
"19.3629425602,-99.1660396164",Geológicos,Sísmico,Alto,Benito Juárez,4.0
"19.3935675856,-99.1184850184",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4774340451,-99.0879111024",Geológicos,Sísmico,Muy Alto,Gustavo A. Madero,5.0
"19.3942804121,-99.1279579613",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4982788481,-99.1210177165",Geológicos,Sísmico,Alto,Gustavo A. Madero,4.0
"19.3906425979,-99.0757560174",Geológicos,Sísmico,Muy Alto,Iztacalco,5.0
"19.4477017922,-99.0803764756",Socio Organizativo,N/D,Muy Alto,Venustiano Carranza,5.0
